
23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃
264	23	0.966724654	264	23	0.960801025	264	23	0.967474481	264	23	0.96633175	264	23	0.970606025	264	23	0.966443832	264	23	0.960544975	264	23	0.968078692	264	35	0.949699397	264	35	0.953439677	264	35	0.95222822	264	35	0.951556936	264	45	0.916246904	264	45	0.91918134	264	45	0.913254669	264	45	0.915563504	264	45	0.917069879	264	45	0.909602689
265	23	0.966472229	265	23	0.960815707	265	23	0.96753159	265	23	0.966064431	265	23	0.968836826	265	23	0.965311374	265	23	0.961244781	265	23	0.966566706	265	35	0.949543023	265	35	0.953303061	265	35	0.951989855	265	35	0.951489112	265	45	0.916017045	265	45	0.919167781	265	45	0.913511703	265	45	0.915441236	265	45	0.916785101	265	45	0.909115246
266	23	0.966528554	266	23	0.960173425	266	23	0.967460362	266	23	0.965403254	266	23	0.969215788	266	23	0.965814392	266	23	0.961035248	266	23	0.966553115	266	35	0.94936615	266	35	0.95313257	266	35	0.951546442	266	35	0.951346478	266	45	0.91584133	266	45	0.91893856	266	45	0.913336116	266	45	0.91523832	266	45	0.91644607	266	45	0.910171744
267	23	0.966051922	267	23	0.959922514	267	23	0.966332786	267	23	0.965459526	267	23	0.969384136	267	23	0.965689061	267	23	0.961314871	267	23	0.965783162	267	35	0.949236717	267	35	0.952867276	267	35	0.951273726	267	35	0.951312236	267	45	0.915530612	267	45	0.918695564	267	45	0.913092851	267	45	0.915021337	267	45	0.916215545	267	45	0.910523975
268	23	0.966122301	268	23	0.959754781	268	23	0.96703722	268	23	0.965698182	268	23	0.969313663	268	23	0.966079725	268	23	0.961230888	268	23	0.967280865	268	35	0.949080104	268	35	0.952730474	268	35	0.952357822	268	35	0.951013472	268	45	0.915300732	268	45	0.918425621	268	45	0.912849392	268	45	0.914696304	268	45	0.915767749	268	45	0.910496527
269	23	0.966262165	269	23	0.959057151	269	23	0.966642857	269	23	0.965627937	269	23	0.969777471	269	23	0.966093749	269	23	0.96121704	269	23	0.966693023	269	35	0.948828107	269	35	0.95258738	269	35	0.951853325	269	35	0.950721086	269	45	0.914908527	269	45	0.918169302	269	45	0.912592745	269	45	0.914411487	269	45	0.915361016	269	45	0.910306935
270	23	0.9661221	270	23	0.959280944	270	23	0.966106848	270	23	0.965333009	270	23	0.969833706	270	23	0.966121843	270	23	0.961763153	270	23	0.968316395	270	35	0.948569374	270	35	0.952505585	270	35	0.951478163	270	35	0.95052423	270	45	0.914421879	270	45	0.917817829	270	45	0.912281844	270	45	0.914045872	270	45	0.914710395	270	45	0.909927709
271	23	0.965576072	271	23	0.957704359	271	23	0.966121192	271	23	0.965248277	271	23	0.970479317	271	23	0.966946404	271	23	0.961525544	271	23	0.967364979	271	35	0.948412072	271	35	0.952157833	271	35	0.951280468	271	35	0.950408668	271	45	0.913826942	271	45	0.917372516	271	45	0.911862712	271	45	0.913585173	271	45	0.91438516	271	45	0.90937267
272	23	0.965407386	272	23	0.95423096	272	23	0.966755905	272	23	0.964882656	272	23	0.970492726	272	23	0.966835143	272	23	0.96114695	272	23	0.967631003	272	35	0.948248935	272	35	0.952027986	272	35	0.95100754	272	35	0.950279477	272	45	0.913245395	272	45	0.916792016	272	45	0.91145722	272	45	0.912907448	272	45	0.914344313	272	45	0.90828881
273	23	0.96483314	273	23	0.953393805	273	23	0.966952861	273	23	0.964432302	273	23	0.970493196	273	23	0.96654127	273	23	0.961427266	273	23	0.967476611	273	35	0.948112528	273	35	0.951735055	273	35	0.950018693	273	35	0.950034274	273	45	0.913340034	273	45	0.91623913	273	45	0.910687131	273	45	0.912446749	273	45	0.914452819	273	45	0.906379701
274	23	0.964735101	274	23	0.953337745	274	23	0.964908471	274	23	0.964770763	274	23	0.970774127	274	23	0.966961811	274	23	0.962001477	274	23	0.968329986	274	35	0.947914627	274	35	0.951550812	274	35	0.949937353	274	35	0.949783037	274	45	0.913394178	274	45	0.916266012	274	45	0.910579396	274	45	0.912487397	274	45	0.914249149	274	45	0.90662352
275	23	0.964608822	275	23	0.953491708	275	23	0.967051137	275	23	0.965219771	275	23	0.971475727	275	23	0.96746436	275	23	0.962057094	275	23	0.967728977	275	35	0.947826615	275	35	0.95140732	275	35	0.949971493	275	35	0.949640589	275	45	0.913340056	275	45	0.916346939	275	45	0.910660434	275	45	0.912568844	275	45	0.913977994	275	45	0.907084184
276	23	0.964581162	276	23	0.952877479	276	23	0.967277098	276	23	0.965277209	276	23	0.971953459	276	23	0.967520348	276	23	0.961581785	276	23	0.966231498	276	35	0.947690235	276	35	0.951482557	276	35	0.95017593	276	35	0.949592506	276	45	0.913110219	276	45	0.916266249	276	45	0.910755241	276	45	0.912446338	276	45	0.91370686	276	45	0.907557979
277	23	0.964609268	277	23	0.952487286	277	23	0.966967071	277	23	0.965951618	277	23	0.970928618	277	23	0.967170242	277	23	0.961273349	277	23	0.967225294	277	35	0.947485784	277	35	0.951387489	277	35	0.95014872	277	35	0.949429655	277	45	0.912812632	277	45	0.915996327	277	45	0.910471661	277	45	0.912216605	277	45	0.91335438	277	45	0.907584953
278	23	0.965029531	278	23	0.952040145	278	23	0.964725432	278	23	0.964095456	278	23	0.970970504	278	23	0.966779646	278	23	0.961119231	278	23	0.965979534	278	35	0.947288334	278	35	0.951271368	278	35	0.949671804	278	35	0.949334521	278	45	0.912569189	278	45	0.915712846	278	45	0.910160717	278	45	0.911918152	278	45	0.912974676	278	45	0.907435962
279	23	0.964048696	279	23	0.951273131	279	23	0.963809225	279	23	0.964897458	279	23	0.969538582	279	23	0.966387644	279	23	0.96036249	279	23	0.967169032	279	35	0.947152139	279	35	0.950944057	279	35	0.949364763	279	35	0.949164763	279	45	0.912082302	279	45	0.915388493	279	45	0.909903683	279	45	0.91163312	279	45	0.912554126	279	45	0.907328003
280	23	0.963810547	280	23	0.950282968	280	23	0.966065006	280	23	0.965501668	280	23	0.96842959	280	23	0.965618402	280	23	0.959746689	280	23	0.96487415	280	35	0.947009235	280	35	0.950841396	280	35	0.949187323	280	35	0.948749855	280	45	0.911595222	280	45	0.914983686	280	45	0.909511722	280	45	0.911172831	280	45	0.912228891	280	45	0.906948756
281	23	0.965141489	281	23	0.950185487	281	23	0.965500397	281	23	0.965909857	281	23	0.9674889	281	23	0.964849405	281	23	0.959396217	281	23	0.965461523	281	35	0.946838886	281	35	0.950691373	281	35	0.949316898	281	35	0.948546066	281	45	0.911297872	281	45	0.914484113	281	45	0.909228206	281	45	0.910725747	281	45	0.91213351	281	45	0.905052389
282	23	0.965491819	282	23	0.950701613	282	23	0.967008643	282	23	0.965698585	282	23	0.967236826	282	23	0.964612345	282	23	0.959465949	282	23	0.964565522	282	35	0.946655119	282	35	0.950664613	282	35	0.948853044	282	35	0.948471309	282	45	0.91116289	282	45	0.914160211	282	45	0.908836461	282	45	0.910414329	282	45	0.912025394	282	45	0.891578034
283	23	0.965659365	283	23	0.950869102	283	23	0.966036924	283	23	0.965191938	283	23	0.966590566	283	23	0.964597852	283	23	0.959718747	283	23	0.963823913	283	35	0.946464616	283	35	0.950405132	283	35	0.948737326	283	35	0.948212901	283	45	0.911054408	283	45	0.91402524	283	45	0.908566046	283	45	0.910238015	283	45	0.911889622	283	45	0.905337046
284	23	0.965141288	284	23	0.95075745	284	23	0.965557101	284	23	0.964798798	284	23	0.966744766	284	23	0.964737208	284	23	0.959620715	284	23	0.963167088	284	35	0.94633468	284	35	0.949668743	284	35	0.948710142	284	35	0.947737234	284	45	0.91102767	284	45	0.913863579	284	45	0.908485245	284	45	0.9101025	284	45	0.911740854	284	45	0.905810862
285	23	0.964721227	285	23	0.950450012	285	23	0.966036452	285	23	0.964643618	285	23	0.966478588	285	23	0.964527862	285	23	0.959494517	285	23	0.963488035	285	35	0.946191564	285	35	0.949566294	285	35	0.947441225	285	35	0.947478853	285	45	0.910878887	285	45	0.913809341	285	45	0.90844409	285	45	0.910061873	285	45	0.911496966	285	45	0.905986848
286	23	0.964076624	286	23	0.94973879	286	23	0.964414933	286	23	0.964728127	286	23	0.966464238	286	23	0.964388262	286	23	0.959326327	286	23	0.964173806	286	35	0.946022116	286	35	0.949430183	286	35	0.947353116	286	35	0.947444822	286	45	0.910675961	286	45	0.913593916	286	45	0.908323018	286	45	0.909885775	286	45	0.910954223	286	45	0.905838051
287	23	0.964552988	287	23	0.948692613	287	23	0.96430274	287	23	0.964981832	287	23	0.966464059	287	23	0.96436019	287	23	0.959004043	287	23	0.964566615	287	35	0.945776642	287	35	0.949382343	287	35	0.947189587	287	35	0.947370012	287	45	0.91031112	287	45	0.913404491	287	45	0.908147173	287	45	0.909614594	287	45	0.909679749	287	45	0.905688845
288	23	0.964861537	288	23	0.949822702	288	23	0.964753761	288	23	0.964939421	288	23	0.967011369	288	23	0.96401082	288	23	0.958527618	288	23	0.964719735	288	35	0.945742938	288	35	0.949088934	288	35	0.946943842	288	35	0.94710512	288	45	0.909378317	288	45	0.912972759	288	45	0.907863162	288	45	0.909248503	288	45	0.908879884	288	45	0.90552668
289	23	0.964776859	289	23	0.950603753	289	23	0.964274411	289	23	0.965332808	289	23	0.966001079	289	23	0.963423944	289	23	0.958598199	289	23	0.965755489	289	35	0.945579616	289	35	0.948986963	289	35	0.946657693	289	35	0.947070904	289	45	0.908539527	289	45	0.911973656	289	45	0.907295852	289	45	0.908151159	289	45	0.909083121	289	45	0.891916205
290	23	0.964917148	290	23	0.950841539	290	23	0.966910637	290	23	0.964672079	290	23	0.966268376	290	23	0.963507089	290	23	0.958555739	290	23	0.964005354	290	35	0.945442944	290	35	0.948809702	290	35	0.946637411	290	35	0.946853645	290	45	0.908160713	290	45	0.911258873	290	45	0.906241968	290	45	0.907269891	290	45	0.908214732	290	45	0.904253379
291	23	0.964651094	291	23	0.950519886	291	23	0.964133641	291	23	0.963968514	291	23	0.96602857	291	23	0.963354177	291	23	0.958500591	291	23	0.963865869	291	35	0.945259416	291	35	0.948673113	291	35	0.946514552	291	35	0.946628845	291	45	0.907619705	291	45	0.910866937	291	45	0.905066365	291	45	0.906998689	291	45	0.909421784	291	45	0.904171746
292	23	0.964707575	292	23	0.950367013	292	23	0.962554189	292	23	0.964432571	292	23	0.966001102	292	23	0.963423744	292	23	0.958360121	292	23	0.964901377	292	35	0.945218101	292	35	0.948673325	292	35	0.946037238	292	35	0.946438975	292	45	0.908471863	292	45	0.910394526	292	45	0.905593425	292	45	0.90582033	292	45	0.909720163	292	45	0.904090761
293	23	0.964426753	293	23	0.950032035	293	23	0.964062592	293	23	0.963855679	293	23	0.966043144	293	23	0.963283898	293	23	0.957855686	293	23	0.96501408	293	35	0.945095616	293	35	0.948298414	293	35	0.945784538	293	35	0.946533712	293	45	0.908769644	293	45	0.91147475	293	45	0.905255763	293	45	0.907581958	293	45	0.909530506	293	45	0.904090761
294	23	0.96402012	294	23	0.949585984	294	23	0.963258646	294	23	0.964277997	294	23	0.966113707	294	23	0.963242024	294	23	0.957589264	294	23	0.96414573	294	35	0.944993709	294	35	0.94820969	294	35	0.946009815	294	35	0.946384356	294	45	0.908701722	294	45	0.911717767	294	45	0.905958431	294	45	0.907920388	294	45	0.909123794	294	45	0.904077545
295	23	0.964034642	295	23	0.949013176	295	23	0.964640916	295	23	0.963785703	295	23	0.965734677	295	23	0.963004116	295	23	0.957211362	295	23	0.965000266	295	35	0.944782363	295	35	0.94797782	295	35	0.945682279	295	35	0.945847587	295	45	0.908499032	295	45	0.911663271	295	45	0.906147829	295	45	0.907880367	295	45	0.908350785	295	45	0.903901127
296	23	0.961919256	296	23	0.948511732	296	23	0.96455613	296	23	0.961001293	296	23	0.965018504	296	23	0.961661354	296	23	0.955446602	296	23	0.964761469	296	35		296	35		296	35		296	35		296	45	0.908147754	296	45	0.911272002	296	45	0.906012708	296	45	0.907202923	296	45	0.907713332	296	45	0.903779541
297	23		297	23	0.948944035	297	23	0.964401488	297	23	0.960916761	297	23	0.967840147	297	23	0.962486561	297	23	0.955208456	297	23	0.963740691	297	35	0.963912937	297	35	0.96606632	297	35	0.963766788	297	35	0.967004221	297	45	0.908337053	297	45	0.912095046	297	45	0.907620953	297	45	0.907718294	297	45	0.907767585	297	45	0.903956002
298	23		298	23	0.949376339	298	23	0.964246846	298	23	0.96083223	298	23	0.970661791	298	23	0.963311769	298	23	0.954970311	298	23	0.962719913	298	35	0.963725692	298	35	0.966142533	298	35	0.96412096	298	35	0.967094881	298	45	0.908526352	298	45	0.91291809	298	45	0.909229198	298	45	0.908233665	298	45	0.907821838	298	45	0.904132463
299	23		299	23	0.949585405	299	23	0.963851539	299	23	0.960593171	299	23	0.970661545	299	23	0.962976268	299	23	0.954676147	299	23	0.965210318	299	35	0.963579164	299	35	0.966038616	299	35	0.963836399	299	35	0.967059819	299	45	0.908472251	299	45	0.913012813	299	45	0.909431524	299	45	0.908626099	299	45	0.907496235	299	45	0.903969586
300	23		300	23	0.949976087	300	23	0.963597744	300	23	0.960424692	300	23	0.970717937	300	23	0.962864092	300	23	0.954312116	300	23	0.965504239	300	35	0.963370844	300	35	0.96582318	300	35	0.963621153	300	35	0.967164466	300	45	0.908215418	300	45	0.912998823	300	45	0.909594009	300	45	0.908613133	300	45	0.907333585	300	45	0.903590188
301	23		301	23	0.950060176	301	23	0.963794925	301	23	0.960213689	301	23	0.971152507	301	23	0.962765941	301	23	0.954102136	301	23	0.967281155	301	35	0.963287732	301	35	0.965586913	301	35	0.963544507	301	35	0.96696299	301	45	0.907985581	301	45	0.912742677	301	45	0.909498987	301	45	0.908382146	301	45	0.906370962	301	45	0.903346779
302	23		302	23	0.950059709	302	23	0.963273755	302	23	0.959763336	302	23	0.970746144	302	23	0.962458936	302	23	0.953724012	302	23	0.96683369	302	35	0.963426712	302	35	0.965287905	302	35	0.963343005	302	35	0.966810078	302	45	0.907647477	302	45	0.912554134	302	45	0.909242772	302	45	0.908274292	302	45	0.905421464	302	45	0.903116565
303	23		303	23	0.950757783	303	23	0.962441164	303	23	0.958946957	303	23	0.970338303	303	23	0.962067625	303	23	0.953765758	303	23	0.967687355	303	35	0.962995597	303	35	0.965023744	303	35	0.962988373	303	35	0.966469217	303	45	0.906173472	303	45	0.912283782	303	45	0.909066712	303	45	0.907935494	303	45	0.904716309	303	45	0.903035127
304	23		304	23	0.951092383	304	23	0.962117602	304	23	0.958525984	304	23	0.970380838	304	23	0.96216484	304	23	0.95366748	304	23	0.965868237	304	35	0.963419786	304	35	0.96481537	304	35	0.962703597	304	35	0.966288546	304	45	0.905862063	304	45	0.910988112	304	45	0.908242583	304	45	0.906295507	304	45	0.90551706	304	45	0.902642296
305	23		305	23	0.949613858	305	23	0.962103033	305	23	0.958343151	305	23	0.970872405	305	23	0.962234807	305	23	0.953611662	305	23	0.966189853	305	35	0.96313482	305	35	0.96463478	305	35	0.962669048	305	35	0.96635088	305	45	0.905902838	305	45	0.911082361	305	45	0.907377256	305	45	0.905793966	305	45	0.905977592	305	45	0.902358092
306	23		306	23	0.951608687	306	23	0.9617084	306	23	0.957991256	306	23	0.970451087	306	23	0.96210912	306	23	0.953289779	306	23	0.966595786	306	35	0.962502716	306	35	0.964425973	306	35	0.962523224	306	35	0.966476549	306	45	0.906309058	306	45	0.91089341	306	45	0.906688356	306	45	0.906404009	306	45	0.905991258	306	45	0.901708074
307	23		307	23	0.950297272	307	23	0.961665929	307	23	0.957977171	307	23	0.970071677	307	23	0.961941447	307	23	0.953190831	307	23	0.967477325	307	35	0.96233606	307	35	0.964203936	307	35	0.962341904	307	35	0.96582291	307	45	0.906498206	307	45	0.911285152	307	45	0.907296886	307	45	0.906824103	307	45	0.905923123	307	45	0.901329085
308	23		308	23	0.949920695	308	23	0.961581413	308	23	0.957836772	308	23	0.96997378	308	23	0.961913777	308	23	0.953092531	308	23	0.966022941	308	35	0.963178242	308	35	0.964203692	308	35	0.962404616	308	35	0.96557977	308	45	0.906511554	308	45	0.91148747	308	45	0.907728882	308	45	0.907026997	308	45	0.905787329	308	45	0.90131548
309	23		309	23	0.950353109	309	23	0.961257424	309	23	0.957527042	309	23	0.969819133	309	23	0.961815426	309	23	0.952953177	309	23	0.967099937	309	35	0.962724997	309	35	0.964099532	309	35	0.961897532	309	35	0.965538377	309	45	0.906403546	309	45	0.911514352	309	45	0.907770015	309	45	0.907054226	309	45	0.905679234	309	45	0.901139256
310	23		310	23	0.951315464	310	23	0.961666154	310	23	0.958033219	310	23	0.969622779	310	23	0.961563917	310	23	0.952476551	310	23	0.964356921	310	35	0.962071845	310	35	0.964009359	310	35	0.96189066	310	35	0.965468332	310	45	0.906227788	310	45	0.911446791	310	45	0.907756225	310	45	0.906973405	310	45	0.904987507	310	45	0.90073323
311	23		311	23	0.949473998	311	23	0.961990615	311	23	0.958117526	311	23	0.969047216	311	23	0.960990441	311	23	0.952042542	311	23	0.964539009	311	35	0.961487844	311	35	0.963877008	311	35	0.9616196	311	35	0.965183718	311	45	0.905740708	311	45	0.911284894	311	45	0.907621147	311	45	0.906796832	311	45	0.904431985	311	45	0.900611234
312	23		312	23	0.95086879	312	23	0.961623705	312	23	0.957821925	312	23	0.968486026	312	23	0.960612554	312	23	0.95195876	312	23	0.964608215	312	35	0.961738072	312	35	0.963654701	312	35	0.96142478	312	35	0.965051637	312	45	0.905496812	312	45	0.910731987	312	45	0.907418821	312	45	0.905835219	312	45	0.90447242	312	45	0.900435421
313	23		313	23	0.952096738	313	23	0.961017277	313	23	0.957386396	313	23	0.968695969	313	23	0.960683436	313	23	0.951538666	313	23	0.964846833	313	35	0.961467039	313	35	0.963564284	313	35	0.961800027	313	35	0.965100417	313	45	0.905240626	313	45	0.910583025	313	45	0.906878013	313	45	0.905631223	313	45	0.904051654	313	45	0.900272371
314	23		314	23	0.950841428	314	23	0.960509844	314	23	0.956936491	314	23	0.968359094	314	23	0.960249293	314	23	0.951538622	314	23	0.966735716	314	35	0.961266024	314	35	0.963383884	314	35	0.961633561	314	35	0.964717865	314	45	0.904875828	314	45	0.910475	314	45	0.906580859	314	45	0.90557696	314	45	0.904011413	314	45	0.900110185
315	23		315	23	0.951412946	315	23	0.960552293	315	23	0.956725915	315	23	0.967952081	315	23	0.960137854	315	23	0.95121589	315	23	0.965322418	315	35	0.961438849	315	35	0.963265791	315	35	0.961508352	315	35	0.964502456	315	45	0.90480769	315	45	0.910191756	315	45	0.906378295	315	45	0.905305974	315	45	0.904106533	315	45	0.899866388
316	23		316	23	0.950269509	316	23	0.960735332	316	23	0.956866314	316	23	0.967390421	316	23	0.959816065	316	23	0.951314592	316	23	0.965701101	316	35	0.96083472	316	35	0.9631474	316	35	0.961348811	316	35	0.964162028	316	45	0.904997183	316	45	0.910043462	316	45	0.9059995	316	45	0.90526578	316	45	0.90417443	316	45	0.899649758
317	23		317	23	0.949529613	317	23	0.96070788	317	23	0.957049281	317	23	0.967334409	317	23	0.959843958	317	23	0.952562075	317	23	0.963894257	317	35	0.962196404	317	35	0.963161171	317	35	0.96121692	317	35	0.964419345	317	45	0.90499701	317	45	0.910245779	317	45	0.905918483	317	45	0.905387464	317	45	0.9040925	317	45	0.899649542
318	23		318	23	0.949529813	318	23	0.960749272	318	23	0.956865843	318	23	0.96698343	318	23	0.960557458	318	23	0.952336907	318	23	0.965574115	318	35	0.961224116	318	35	0.963043267	318	35	0.961202743	318	35	0.964342888	318	45	0.904929497	318	45	0.910232435	318	45	0.906040051	318	45	0.905428523	318	45	0.903943516	318	45	0.899433172
319	23		319	23	0.951371546	319	23	0.960552293	319	23	0.95652875	319	23	0.968808373	319	23	0.961173075	319	23	0.951356807	319	23	0.963027045	319	35	0.960779285	319	35	0.962980771	319	35	0.961056892	319	35	0.963939937	319	45	0.904834815	319	45	0.910110399	319	45	0.906026692	319	45	0.905320063	319	45	0.903360748	319	45	0.899216089
320	23		320	23	0.95222156	320	23	0.960143586	320	23	0.956218796	320	23	0.96746114	320	23	0.960081643	320	23	0.95204319	320	23	0.965462527	320	35	0.960424924	320	35	0.962855508	320	35	0.960938745	320	35	0.964064957	320	45	0.904523881	320	45	0.91004301	320	45	0.905918504	320	45	0.905239027	320	45	0.902994472	320	45	0.899094719
321	23		321	23	0.951036346	321	23	0.96017142	321	23	0.95620489	321	23	0.967460872	321	23	0.960836637	321	23	0.953037183	321	23	0.963727568	321	35	0.96050138	321	35	0.962737604	321	35	0.960772115	321	35	0.963801012	321	45	0.904185799	321	45	0.909705764	321	45	0.905851278	321	45	0.904818047	321	45	0.902736723	321	45	0.898782484
